date;asset;indexed_value
2023-10-04;GOLD;1384,92
2023-10-05;GOLD;1382,38
2023-10-06;GOLD;1389,5
2023-10-09;GOLD;1415,05
2023-10-10;GOLD;1412,68
2023-10-11;GOLD;1422,99
2023-10-12;GOLD;1418,65
2023-10-13;GOLD;1464,26
2023-10-16;GOLD;1457,14
2023-10-17;GOLD;1459,84
2023-10-18;GOLD;1480,96
2023-10-19;GOLD;1499,14
2023-10-20;GOLD;1503,23
2023-10-23;GOLD;1498,16
2023-10-24;GOLD;1497,99
2023-10-25;GOLD;1504,3
2023-10-26;GOLD;1506,67
2023-10-27;GOLD;1524,2
2023-10-30;GOLD;1515,6
2023-10-31;GOLD;1507,33
2023-11-01;GOLD;1502,58
2023-11-02;GOLD;1507,57
2023-11-03;GOLD;1513,06
2023-11-06;GOLD;1501,27
2023-11-07;GOLD;1495,05
2023-11-08;GOLD;1480,14
2023-11-09;GOLD;1486,04
2023-11-10;GOLD;1469,83
2023-11-13;GOLD;1478,02
2023-11-14;GOLD;1491,2
2023-11-15;GOLD;1487,27
2023-11-16;GOLD;1504,05
2023-11-17;GOLD;1503,89
2023-11-20;GOLD;1501,43
2023-11-21;GOLD;1517,65
2023-11-22;GOLD;1511,18
2023-11-24;GOLD;1519,04
2023-11-27;GOLD;1529,27
2023-11-28;GOLD;1549,66
2023-11-29;GOLD;1551,95
2023-11-30;GOLD;1545,48
2023-12-01;GOLD;1572,18
2023-12-04;GOLD;1538,2
2023-12-05;GOLD;1532,38
2023-12-06;GOLD;1538,03
2023-12-07;GOLD;1540,57
2023-12-08;GOLD;1520,02
2023-12-11;GOLD;1503,23
2023-12-12;GOLD;1502,42
2023-12-13;GOLD;1536,31
2023-12-14;GOLD;1545,32
2023-12-15;GOLD;1531,16
2023-12-18;GOLD;1538,12
2023-12-19;GOLD;1548,6
2023-12-20;GOLD;1540,16
2023-12-21;GOLD;1551,05
2023-12-22;GOLD;1557,93
2023-12-26;GOLD;1569,8
2023-12-27;GOLD;1576,93
2023-12-28;GOLD;1567,76
2023-12-29;GOLD;1565,3
2024-01-02;GOLD;1561,61
2024-01-03;GOLD;1548,6
2024-01-04;GOLD;1550,15
2024-01-05;GOLD;1550,4
2024-01-08;GOLD;1538,28
2024-01-09;GOLD;1538,77
2024-01-10;GOLD;1535,25
2024-01-11;GOLD;1538,28
2024-01-12;GOLD;1553,34
2024-01-16;GOLD;1538,61
2024-01-17;GOLD;1521,66
2024-01-18;GOLD;1534,18
2024-01-19;GOLD;1538,77
2024-01-22;GOLD;1532,96
2024-01-23;GOLD;1538,93
2024-01-24;GOLD;1526,24
2024-01-25;GOLD;1532,3
2024-01-26;GOLD;1531,24
2024-01-29;GOLD;1542,05
2024-01-30;GOLD;1544,17
2024-01-31;GOLD;1543,03
2024-02-01;GOLD;1559,08
2024-02-02;GOLD;1544,34
2024-02-05;GOLD;1535,82
2024-02-06;GOLD;1543,85
2024-02-07;GOLD;1543,44
2024-02-08;GOLD;1542,05
2024-02-09;GOLD;1536,07
2024-02-12;GOLD;1532,06
2024-02-13;GOLD;1510,93
2024-02-14;GOLD;1510,03
2024-02-15;GOLD;1520,18
2024-02-16;GOLD;1525,75
2024-02-20;GOLD;1535,0
2024-02-21;GOLD;1535,09
2024-02-22;GOLD;1535,74
2024-02-23;GOLD;1544,42
2024-02-26;GOLD;1540,98
2024-02-27;GOLD;1539,34
2024-02-28;GOLD;1542,13
2024-02-29;GOLD;1550,07
2024-03-01;GOLD;1579,38
2024-03-04;GOLD;1604,93
2024-03-05;GOLD;1614,59
2024-03-06;GOLD;1627,86
2024-03-07;GOLD;1637,11
2024-03-08;GOLD;1650,95
2024-03-11;GOLD;1653,98
2024-03-12;GOLD;1635,88
2024-03-13;GOLD;1647,34
2024-03-14;GOLD;1640,47
2024-03-15;GOLD;1635,22
2024-03-18;GOLD;1637,84
2024-03-19;GOLD;1635,96
2024-03-20;GOLD;1655,45
2024-03-21;GOLD;1653,73
2024-03-22;GOLD;1640,47
2024-03-25;GOLD;1645,71
2024-03-26;GOLD;1651,03
2024-03-27;GOLD;1662,98
2024-03-28;GOLD;1684,43
2024-04-01;GOLD;1701,63
2024-04-02;GOLD;1726,77
2024-04-03;GOLD;1741,91
2024-04-04;GOLD;1731,93
2024-04-05;GOLD;1761,57
2024-04-08;GOLD;1772,54
2024-04-09;GOLD;1782,28
2024-04-10;GOLD;1765,41
2024-04-11;GOLD;1799,72
2024-04-12;GOLD;1775,89
2024-04-15;GOLD;1809,14
2024-04-16;GOLD;1811,35
2024-04-17;GOLD;1798,0
2024-04-18;GOLD;1804,14
2024-04-19;GOLD;1809,79
2024-04-22;GOLD;1765,09
2024-04-23;GOLD;1760,75
2024-04-24;GOLD;1757,47
2024-04-25;GOLD;1767,95
2024-04-26;GOLD;1773,68
2024-04-29;GOLD;1770,08
2024-04-30;GOLD;1734,79
2024-05-01;GOLD;1750,51
2024-05-02;GOLD;1745,11
2024-05-03;GOLD;1743,72
2024-05-06;GOLD;1762,06
2024-05-07;GOLD;1753,95
2024-05-08;GOLD;1748,79
2024-05-09;GOLD;1776,39
2024-05-10;GOLD;1790,8
2024-05-13;GOLD;1770,74
2024-05-14;GOLD;1785,72
2024-05-15;GOLD;1808,65
2024-05-16;GOLD;1801,6
2024-05-17;GOLD;1831,33
2024-05-20;GOLD;1838,7
2024-05-21;GOLD;1835,99
2024-05-22;GOLD;1802,26
2024-05-23;GOLD;1766,31
2024-05-24;GOLD;1767,95
2024-05-28;GOLD;1786,54
2024-05-29;GOLD;1769,92
2024-05-30;GOLD;1773,27
2024-05-31;GOLD;1762,88
2024-06-03;GOLD;1778,6
2024-06-04;GOLD;1762,63
2024-06-05;GOLD;1783,51
2024-06-06;GOLD;1796,69
2024-06-07;GOLD;1732,58
2024-06-10;GOLD;1748,46
2024-06-11;GOLD;1753,46
2024-06-12;GOLD;1758,13
2024-06-13;GOLD;1743,8
2024-06-14;GOLD;1766,4
2024-06-17;GOLD;1757,23
2024-06-18;GOLD;1764,27
2024-06-20;GOLD;1786,29
2024-06-21;GOLD;1758,62
2024-06-24;GOLD;1765,58
2024-06-25;GOLD;1756,82
2024-06-26;GOLD;1740,6
2024-06-27;GOLD;1760,34
2024-06-28;GOLD;1760,5
2024-07-01;GOLD;1765,09
2024-07-02;GOLD;1765,0
2024-07-03;GOLD;1784,9
2024-07-05;GOLD;1808,97
2024-07-08;GOLD;1786,54
2024-07-09;GOLD;1789,57
2024-07-10;GOLD;1796,12
2024-07-11;GOLD;1827,97
2024-07-12;GOLD;1826,82
2024-07-15;GOLD;1832,72
2024-07-16;GOLD;1869,24
2024-07-17;GOLD;1860,56
2024-07-18;GOLD;1848,69
2024-07-19;GOLD;1815,52
2024-07-22;GOLD;1816,1
2024-07-23;GOLD;1822,48
2024-07-24;GOLD;1816,1
2024-07-25;GOLD;1787,69
2024-07-26;GOLD;1806,52
2024-07-29;GOLD;1803,98
2024-07-30;GOLD;1821,99
2024-07-31;GOLD;1854,99
2024-08-01;GOLD;1848,6
2024-08-02;GOLD;1845,08
2024-08-05;GOLD;1821,67
2024-08-06;GOLD;1807,09
2024-08-07;GOLD;1805,86
2024-08-08;GOLD;1834,19
2024-08-09;GOLD;1838,7
2024-08-12;GOLD;1870,22
2024-08-13;GOLD;1867,35
2024-08-14;GOLD;1852,12
2024-08-15;GOLD;1857,94
2024-08-16;GOLD;1899,53
2024-08-19;GOLD;1896,42
2024-08-20;GOLD;1903,38
2024-08-21;GOLD;1900,84
2024-08-22;GOLD;1878,08
2024-08-23;GOLD;1899,78
2024-08-26;GOLD;1905,84
2024-08-27;GOLD;1911,0
2024-08-28;GOLD;1897,57
2024-08-29;GOLD;1907,39
2024-08-30;GOLD;1893,8
2024-09-03;GOLD;1885,61
2024-09-04;GOLD;1886,76
2024-09-05;GOLD;1902,48
2024-09-06;GOLD;1888,4
2024-09-09;GOLD;1896,34
2024-09-10;GOLD;1904,69
2024-09-11;GOLD;1901,66
2024-09-12;GOLD;1935,07
2024-09-13;GOLD;1954,31
2024-09-16;GOLD;1954,15
2024-09-17;GOLD;1943,34
2024-09-18;GOLD;1928,36
2024-09-19;GOLD;1958,32
2024-09-20;GOLD;1983,21
2024-09-23;GOLD;1987,06
2024-09-24;GOLD;2014,82
2024-09-25;GOLD;2012,04
2024-09-26;GOLD;2022,27
2024-09-27;GOLD;2006,22
2024-09-30;GOLD;1990,17
2024-10-01;GOLD;2011,05
2024-10-02;GOLD;2011,46
2024-10-03;GOLD;2010,07
2024-10-04;GOLD;2006,06
2024-10-07;GOLD;1999,26
2024-10-08;GOLD;1984,52
2024-10-09;GOLD;1973,72
2024-10-10;GOLD;1988,21
2024-10-11;GOLD;2009,91
2024-10-14;GOLD;2006,63
2024-10-15;GOLD;2013,59
2024-10-16;GOLD;2023,66
2024-10-17;GOLD;2035,78
2024-10-18;GOLD;2057,4
2024-10-21;GOLD;2056,99
2024-10-22;GOLD;2079,18
2024-10-23;GOLD;2054,12
2024-10-24;GOLD;2069,93
2024-10-25;GOLD;2074,18
2024-10-28;GOLD;2074,27
2024-10-29;GOLD;2096,86
2024-10-30;GOLD;2108,41
2024-10-31;GOLD;2075,74
2024-11-01;GOLD;2067,22
2024-11-04;GOLD;2070,17
2024-11-05;GOLD;2074,84
2024-11-06;GOLD;2011,79
2024-11-07;GOLD;2044,13
2024-11-08;GOLD;2030,3
2024-11-11;GOLD;1982,64
2024-11-12;GOLD;1965,53
2024-11-13;GOLD;1945,71
2024-11-14;GOLD;1940,64
2024-11-15;GOLD;1937,2
2024-11-18;GOLD;1974,04
2024-11-19;GOLD;1991,73
2024-11-20;GOLD;2002,95
2024-11-21;GOLD;2019,65
2024-11-22;GOLD;2045,69
2024-11-25;GOLD;1985,43
2024-11-26;GOLD;1989,27
2024-11-27;GOLD;1993,7
2024-11-29;GOLD;2010,89
2024-12-02;GOLD;1993,29
2024-12-03;GOLD;1997,3
2024-12-04;GOLD;2003,36
2024-12-05;GOLD;1988,54
2024-12-06;GOLD;1989,27
2024-12-09;GOLD;2009,01
2024-12-10;GOLD;2035,45
2024-12-11;GOLD;2054,86
2024-12-12;GOLD;2024,73
2024-12-13;GOLD;2000,25
2024-12-16;GOLD;2005,08
2024-12-17;GOLD;1997,38
2024-12-18;GOLD;1959,06
2024-12-19;GOLD;1961,84
2024-12-20;GOLD;1982,31
2024-12-23;GOLD;1972,98
2024-12-24;GOLD;1976,91
2024-12-26;GOLD;1990,26
2024-12-27;GOLD;1976,58
2024-12-30;GOLD;1970,28
2024-12-31;GOLD;1982,56
2025-01-02;GOLD;2009,5
2025-01-03;GOLD;1993,7
2025-01-06;GOLD;1991,24
2025-01-07;GOLD;2002,46
2025-01-08;GOLD;2013,1
2025-01-10;GOLD;2032,34
2025-01-13;GOLD;2012,12
2025-01-14;GOLD;2022,68
2025-01-15;GOLD;2037,83
2025-01-16;GOLD;2051,91
2025-01-17;GOLD;2041,02
2025-01-21;GOLD;2072,63
2025-01-22;GOLD;2083,27
2025-01-23;GOLD;2080,32
2025-01-24;GOLD;2093,26
2025-01-27;GOLD;2071,48
2025-01-28;GOLD;2089,41
2025-01-29;GOLD;2081,39
2025-01-30;GOLD;2112,91
2025-01-31;GOLD;2117,09
2025-02-03;GOLD;2128,39
2025-02-04;GOLD;2149,35
2025-02-05;GOLD;2162,7
2025-02-06;GOLD;2156,96
2025-02-07;GOLD;2160,81
2025-02-10;GOLD;2197,41
2025-02-11;GOLD;2189,39
2025-02-12;GOLD;2191,68
2025-02-13;GOLD;2213,3
2025-02-14;GOLD;2180,38
2025-02-18;GOLD;2216,49
2025-02-19;GOLD;2217,72
2025-02-20;GOLD;2218,87
2025-02-21;GOLD;2216,82
2025-02-24;GOLD;2228,85
2025-02-25;GOLD;2199,46
2025-02-26;GOLD;2202,82
2025-02-27;GOLD;2169,25
2025-02-28;GOLD;2155,65
2025-03-03;GOLD;2184,07
2025-03-04;GOLD;2203,06
2025-03-05;GOLD;2207,65
2025-03-06;GOLD;2196,43
2025-03-07;GOLD;2197,58
2025-03-10;GOLD;2178,33
2025-03-11;GOLD;2203,88
2025-03-12;GOLD;2213,46
2025-03-13;GOLD;2252,76
2025-03-14;GOLD;2253,66
2025-03-17;GOLD;2265,86
2025-03-18;GOLD;2292,31
2025-03-19;GOLD;2301,73
2025-03-20;GOLD;2298,78
2025-03-21;GOLD;2280,28
2025-03-24;GOLD;2270,12
2025-03-25;GOLD;2280,11
2025-03-26;GOLD;2278,23
2025-03-27;GOLD;2308,77
2025-03-28;GOLD;2325,88
2025-03-31;GOLD;2359,29
2025-04-01;GOLD;2354,62
2025-04-02;GOLD;2359,45
2025-04-03;GOLD;2345,21
2025-04-04;GOLD;2290,35
2025-04-07;GOLD;2241,14
2025-04-08;GOLD;2253,34
2025-04-09;GOLD;2336,69
2025-04-10;GOLD;2393,76
2025-04-11;GOLD;2439,45
2025-04-14;GOLD;2425,53
2025-04-15;GOLD;2438,22
2025-04-16;GOLD;2517,56
2025-04-17;GOLD;2506,51
2025-04-21;GOLD;2584,05
2025-04-22;GOLD;2547,37
2025-04-23;GOLD;2486,29
2025-04-24;GOLD;2522,48
2025-04-25;GOLD;2495,13
2025-04-28;GOLD;2530,66
2025-04-29;GOLD;2506,02
2025-04-30;GOLD;2487,27
2025-05-01;GOLD;2435,6
2025-05-02;GOLD;2439,86
2025-05-05;GOLD;2512,73
2025-05-06;GOLD;2583,15
2025-05-07;GOLD;2544,42
2025-05-08;GOLD;2494,31
2025-05-09;GOLD;2512,4
2025-05-12;GOLD;2441,58
2025-05-13;GOLD;2451,98
2025-05-14;GOLD;2400,39
2025-05-15;GOLD;2438,71
2025-05-16;GOLD;2409,24
2025-05-19;GOLD;2440,27
2025-05-20;GOLD;2485,71
2025-05-21;GOLD;2504,05
2025-05-22;GOLD;2481,86
2025-05-23;GOLD;2536,23
2025-05-27;GOLD;2493,24
2025-05-28;GOLD;2487,6
2025-05-29;GOLD;2502,33
2025-05-30;GOLD;2485,88
2025-06-02;GOLD;2551,95
2025-06-03;GOLD;2529,35
2025-06-04;GOLD;2545,65
2025-06-05;GOLD;2532,79
2025-06-06;GOLD;2498,81
2025-06-09;GOLD;2510,6
2025-06-10;GOLD;2511,34
2025-06-11;GOLD;2524,93
2025-06-12;GOLD;2556,29
2025-06-13;GOLD;2589,78
2025-06-16;GOLD;2552,85
2025-06-17;GOLD;2554,16
2025-06-18;GOLD;2540,41
2025-06-20;GOLD;2539,34
2025-06-23;GOLD;2547,12
2025-06-24;GOLD;2507,08
2025-06-25;GOLD;2514,7
2025-06-26;GOLD;2511,91
2025-06-27;GOLD;2466,39
2025-06-30;GOLD;2495,95
2025-07-01;GOLD;2518,22
2025-07-02;GOLD;2532,14
2025-07-03;GOLD;2514,86
2025-07-07;GOLD;2516,74
2025-07-08;GOLD;2490,46
2025-07-09;GOLD;2501,6
2025-07-10;GOLD;2507,16
2025-07-11;GOLD;2531,24
2025-07-14;GOLD;2521,98
2025-07-15;GOLD;2511,5
2025-07-16;GOLD;2524,03
2025-07-17;GOLD;2518,55
2025-07-18;GOLD;2525,1
2025-07-21;GOLD;2563,91
2025-07-22;GOLD;2588,23
2025-07-23;GOLD;2556,13
2025-07-24;GOLD;2540,49
2025-07-25;GOLD;2516,99
2025-07-28;GOLD;2500,7
2025-07-29;GOLD;2507,57
2025-07-30;GOLD;2464,26
2025-07-31;GOLD;2480,64
2025-08-01;GOLD;2530,99
2025-08-04;GOLD;2545,73
2025-08-05;GOLD;2547,78
2025-08-06;GOLD;2542,37
2025-08-07;GOLD;2563,83
2025-08-08;GOLD;2563,25
2025-08-11;GOLD;2526,41
2025-08-12;GOLD;2524,11
2025-08-13;GOLD;2531,81
2025-08-14;GOLD;2515,76
2025-08-15;GOLD;2517,24
2025-08-18;GOLD;2513,31
2025-08-19;GOLD;2499,55
2025-08-20;GOLD;2524,85
2025-08-21;GOLD;2516,09
2025-08-22;GOLD;2543,03
2025-08-25;GOLD;2536,89
2025-08-26;GOLD;2555,31
2025-08-27;GOLD;2560,47
2025-08-28;GOLD;2579,46
2025-08-29;GOLD;2604,36
2025-09-02;GOLD;2665,93
2025-09-03;GOLD;2686,81
2025-09-04;GOLD;2674,94
2025-09-05;GOLD;2710,64
2025-09-08;GOLD;2741,51
2025-09-09;GOLD;2735,28
2025-09-10;GOLD;2745,11
2025-09-11;GOLD;2741,01
2025-09-12;GOLD;2746,42
2025-09-15;GOLD;2774,99
2025-09-16;GOLD;2780,56
2025-09-17;GOLD;2759,11
2025-09-18;GOLD;2748,06
2025-09-19;GOLD;2777,2
2025-09-22;GOLD;2825,27
2025-09-23;GOLD;2836,81
2025-09-24;GOLD;2811,1
2025-09-25;GOLD;2822,81
2025-09-26;GOLD;2839,11
2025-09-29;GOLD;2885,94
2025-09-30;GOLD;2910,59
2025-10-01;GOLD;2915,17
2025-10-02;GOLD;2905,02
2025-10-03;GOLD;2928,36
2025-10-06;GOLD;2983,54
2025-10-07;GOLD;2998,94
2025-10-08;GOLD;3048,39
2025-10-09;GOLD;2992,14
2025-10-10;GOLD;3022,35
2025-10-13;GOLD;3095,8
2025-10-14;GOLD;3117,91
2025-10-15;GOLD;3171,95
2025-10-16;GOLD;3246,13
2025-10-17;GOLD;3185,05
2025-10-20;GOLD;3300,99
2025-10-21;GOLD;3088,84
2025-10-22;GOLD;3089,17
2025-10-23;GOLD;3101,53
2025-10-24;GOLD;3091,13
2025-10-27;GOLD;3005,08
2025-10-28;GOLD;2983,54
2025-10-29;GOLD;2972,24
2025-10-30;GOLD;3030,62
2025-10-31;GOLD;3014,17
2025-11-03;GOLD;3019,57
2025-11-04;GOLD;2966,67
2025-11-05;GOLD;3000,98
2025-11-06;GOLD;2997,38
2025-11-07;GOLD;3015,72
2025-11-10;GOLD;3098,17
2025-11-11;GOLD;3110,37
2025-11-12;GOLD;3160,48
2025-11-13;GOLD;3134,94
2025-11-14;GOLD;3078,36
2025-11-17;GOLD;3043,07
2025-11-18;GOLD;3065,18
2025-11-19;GOLD;3070,17
2025-11-20;GOLD;3069,27
2025-11-21;GOLD;3064,52
2025-11-24;GOLD;3113,08
2025-11-25;GOLD;3112,09
2025-11-26;GOLD;3136,99
2025-11-28;GOLD;3175,96
2025-12-01;GOLD;3191,27
2025-12-02;GOLD;3170,72
2025-12-03;GOLD;3167,77
2025-12-04;GOLD;3169,82
2025-12-05;GOLD;3164,17
2025-12-08;GOLD;3155,82
2025-12-09;GOLD;3172,03
2025-12-10;GOLD;3185,54
2025-12-11;GOLD;3219,85
2025-12-12;GOLD;3237,86
2025-12-15;GOLD;3240,81
2025-12-16;GOLD;3241,55
2025-12-17;GOLD;3269,39
2025-12-18;GOLD;3263,49
2025-12-19;GOLD;3267,17
2025-12-22;GOLD;3342,59
2025-12-23;GOLD;3386,88
2025-12-24;GOLD;3372,88
2025-12-26;GOLD;3412,27
2025-12-29;GOLD;3263,74
2025-12-30;GOLD;3266,11
2025-12-31;GOLD;3244,98
2026-01-02;GOLD;3261,12
2026-01-05;GOLD;3346,93
2026-01-06;GOLD;3383,12
2026-01-07;GOLD;3350,77
2026-01-08;GOLD;3369,28
2026-01-09;GOLD;3393,68
2026-01-12;GOLD;3457,22
2026-01-13;GOLD;3452,31
2026-01-14;GOLD;3487,6
2026-01-15;GOLD;3466,22
2026-01-16;GOLD;3449,52
2026-01-20;GOLD;3580,04
2026-01-21;GOLD;3632,2
2026-01-22;GOLD;3699,26
2026-01-23;GOLD;3750,1
2026-01-26;GOLD;3804,96
2026-01-27;GOLD;3898,31
2026-01-28;GOLD;4049,46
2026-01-29;GOLD;4060,43
2026-01-30;GOLD;3643,25
2026-02-02;GOLD;3497,34
2026-02-03;GOLD;3719,73
2026-02-04;GOLD;3717,1
2026-02-05;GOLD;3618,11
2026-02-06;GOLD;3729,3
2026-02-09;GOLD;3824,04
2026-02-10;GOLD;3786,13
2026-02-11;GOLD;3828,95
2026-02-12;GOLD;3695,98
2026-02-13;GOLD;3787,93
2026-02-17;GOLD;3669,86
2026-02-18;GOLD;3752,4
2026-02-19;GOLD;3762,88
2026-02-20;GOLD;3837,06
2026-02-23;GOLD;3940,72
2026-02-24;GOLD;3886,1
2026-02-25;GOLD;3876,36
2026-02-26;GOLD;3909,6
2026-02-27;GOLD;3960,94
2026-03-02;GOLD;4012,12
2026-03-03;GOLD;3833,13
2026-03-04;GOLD;3863,1
2026-03-05;GOLD;3816,67
2026-03-06;GOLD;3877,1
2026-03-09;GOLD;3869,07
2026-03-10;GOLD;3912,72
2026-03-11;GOLD;3899,45
2026-03-12;GOLD;3822,81
2026-03-13;GOLD;3773,36
2026-03-16;GOLD;3770,0
2026-03-17;GOLD;3760,5
2026-03-18;GOLD;3641,53
2026-03-19;GOLD;3491,44
2026-03-20;GOLD;3384,75
2026-03-23;GOLD;3308,28
2026-03-24;GOLD;3309,02
2026-03-25;GOLD;3408,58
2026-03-26;GOLD;3280,44
2026-03-27;GOLD;3395,56
2026-03-30;GOLD;3394,58
2026-03-31;GOLD;3523,21
2026-04-01;GOLD;3584,87
2026-04-02;GOLD;3516,01
2026-04-06;GOLD;3501,6
2026-04-07;GOLD;3535,66
2026-04-08;GOLD;3557,93
2026-04-09;GOLD;3585,61
2026-04-10;GOLD;3579,22
2026-04-13;GOLD;3564,73
2026-04-14;GOLD;3644,4
2026-04-15;GOLD;3606,48
2026-04-16;GOLD;3603,37
2026-04-17;GOLD;3651,27
2026-04-20;GOLD;3619,83
2026-04-21;GOLD;3517,32
2026-04-22;GOLD;3563,91
2026-04-23;GOLD;3529,35
2026-04-24;GOLD;3547,45
2026-04-27;GOLD;3519,94
2026-04-28;GOLD;3454,6
2026-04-29;GOLD;3417,75
2026-04-30;GOLD;3468,93
2017-11-09;ETF;1000,0
2017-11-10;ETF;998,3
2017-11-13;ETF;996,88
2017-11-14;ETF;994,89
2017-11-15;ETF;989,93
2017-11-16;ETF;999,86
2017-11-17;ETF;998,3
2017-11-20;ETF;1000,28
2017-11-21;ETF;1007,94
2017-11-22;ETF;1009,22
2017-11-24;ETF;1012,06
2017-11-27;ETF;1008,37
2017-11-28;ETF;1016,31
2017-11-29;ETF;1012,48
2017-11-30;ETF;1017,3
2017-12-01;ETF;1014,75
2017-12-04;ETF;1012,2
2017-12-05;ETF;1009,22
2017-12-06;ETF;1007,23
2017-12-07;ETF;1009,93
2017-12-08;ETF;1015,74
2017-12-11;ETF;1019,57
2017-12-12;ETF;1019,57
2017-12-13;ETF;1021,99
2017-12-14;ETF;1016,74
2017-12-15;ETF;1020,85
2017-12-18;ETF;1030,21
2017-12-19;ETF;1026,91
2017-12-20;ETF;1026,19
2017-12-21;ETF;1029,63
2017-12-22;ETF;1030,77
2017-12-26;ETF;1029,63
2017-12-27;ETF;1030,77
2017-12-28;ETF;1033,06
2017-12-29;ETF;1032,06
2018-01-02;ETF;1041,79
2018-01-03;ETF;1047,09
2018-01-04;ETF;1054,39
2018-01-05;ETF;1061,26
2018-01-08;ETF;1062,27
2018-01-09;ETF;1063,56
2018-01-10;ETF;1061,12
2018-01-11;ETF;1068,42
2018-01-12;ETF;1076,58
2018-01-16;ETF;1074,72
2018-01-17;ETF;1083,17
2018-01-18;ETF;1081,74
2018-01-19;ETF;1086,89
2018-01-22;ETF;1094,76
2018-01-23;ETF;1098,2
2018-01-24;ETF;1099,2
2018-01-25;ETF;1098,2
2018-01-26;ETF;1110,08
2018-01-29;ETF;1100,49
2018-01-30;ETF;1089,75
2018-01-31;ETF;1090,9
2018-02-01;ETF;1090,18
2018-02-02;ETF;1066,42
2018-02-05;ETF;1024,04
2018-02-06;ETF;1045,8
2018-02-07;ETF;1033,63
2018-02-08;ETF;999,7
2018-02-09;ETF;1011,3
2018-02-12;ETF;1025,33
2018-02-13;ETF;1027,19
2018-02-14;ETF;1044,66
2018-02-15;ETF;1056,4
2018-02-16;ETF;1057,54
2018-02-20;ETF;1048,67
2018-02-21;ETF;1044,09
2018-02-22;ETF;1046,23
2018-02-23;ETF;1059,26
2018-02-26;ETF;1070,57
2018-02-27;ETF;1054,25
2018-02-28;ETF;1042,08
2018-03-01;ETF;1029,05
2018-03-02;ETF;1033,78
2018-03-05;ETF;1041,94
2018-03-06;ETF;1047,38
2018-03-07;ETF;1046,66
2018-03-08;ETF;1050,53
2018-03-09;ETF;1064,13
2018-03-12;ETF;1064,56
2018-03-13;ETF;1057,4
2018-03-14;ETF;1055,25
2018-03-15;ETF;1054,82
2018-03-16;ETF;1054,39
2018-03-19;ETF;1043,23
2018-03-20;ETF;1044,66
2018-03-21;ETF;1045,66
2018-03-22;ETF;1020,89
2018-03-23;ETF;1003,43
2018-03-26;ETF;1026,91
2018-03-27;ETF;1012,16
2018-03-28;ETF;1012,88
2018-03-29;ETF;1026,48
2018-04-02;ETF;1005,86
2018-04-03;ETF;1016,6
2018-04-04;ETF;1023,76
2018-04-05;ETF;1031,06
2018-04-06;ETF;1013,88
2018-04-09;ETF;1019,17
2018-04-10;ETF;1035,07
2018-04-11;ETF;1030,48
2018-04-12;ETF;1036,21
2018-04-13;ETF;1033,92
2018-04-16;ETF;1038,93
2018-04-17;ETF;1046,52
2018-04-18;ETF;1049,95
2018-04-19;ETF;1045,52
2018-04-20;ETF;1037,36
2018-04-23;ETF;1035,92
2018-04-24;ETF;1026,05
2018-04-25;ETF;1026,19
2018-04-26;ETF;1034,49
2018-04-27;ETF;1036,64
2018-04-30;ETF;1030,63
2018-05-01;ETF;1029,48
2018-05-02;ETF;1025,19
2018-05-03;ETF;1025,33
2018-05-04;ETF;1033,92
2018-05-07;ETF;1035,64
2018-05-08;ETF;1036,07
2018-05-09;ETF;1042,08
2018-05-10;ETF;1052,67
2018-05-11;ETF;1054,97
2018-05-14;ETF;1056,54
2018-05-15;ETF;1047,38
2018-05-16;ETF;1052,1
2018-05-17;ETF;1050,81
2018-05-18;ETF;1047,23
2018-05-21;ETF;1053,96
2018-05-22;ETF;1052,82
2018-05-23;ETF;1050,67
2018-05-24;ETF;1046,81
2018-05-25;ETF;1043,8
2018-05-29;ETF;1027,91
2018-05-30;ETF;1041,37
2018-05-31;ETF;1035,5
2018-06-01;ETF;1046,23
2018-06-04;ETF;1052,39
2018-06-05;ETF;1051,24
2018-06-06;ETF;1061,26
2018-06-07;ETF;1056,54
2018-06-08;ETF;1058,69
2018-06-11;ETF;1062,12
2018-06-12;ETF;1060,69
2018-06-13;ETF;1058,54
2018-06-14;ETF;1058,26
2018-06-15;ETF;1054,11
2018-06-18;ETF;1049,53
2018-06-19;ETF;1042,32
2018-06-20;ETF;1044,78
2018-06-21;ETF;1036,96
2018-06-22;ETF;1042,46
2018-06-25;ETF;1027,7
2018-06-26;ETF;1029,14
2018-06-27;ETF;1019,16
2018-06-28;ETF;1024,51
2018-06-29;ETF;1029,43
2018-07-02;ETF;1026,39
2018-07-03;ETF;1025,53
2018-07-05;ETF;1032,91
2018-07-06;ETF;1040,44
2018-07-09;ETF;1050,57
2018-07-10;ETF;1052,74
2018-07-11;ETF;1040,29
2018-07-12;ETF;1050,13
2018-07-13;ETF;1051,73
2018-07-16;ETF;1050,28
2018-07-17;ETF;1054,33
2018-07-18;ETF;1054,91
2018-07-19;ETF;1049,99
2018-07-20;ETF;1053,61
2018-07-23;ETF;1053,61
2018-07-24;ETF;1058,96
2018-07-25;ETF;1069,38
2018-07-26;ETF;1064,9
2018-07-27;ETF;1061,71
2018-07-30;ETF;1058,24
2018-07-31;ETF;1060,99
2018-08-01;ETF;1058,67
2018-08-02;ETF;1058,09
2018-08-03;ETF;1062,0
2018-08-06;ETF;1061,86
2018-08-07;ETF;1066,78
2018-08-08;ETF;1066,92
2018-08-09;ETF;1064,17
2018-08-10;ETF;1051,58
